Target,Source,Weight,Type
Kwun-Nan Lin,Edward J. Coyle,1,Undirected
Chandrajit L. Bajaj,Kwun-Nan Lin,1,Undirected
Chandrajit L. Bajaj,Edward J. Coyle,1,Undirected
Chandrajit L. Bajaj,S. Evans,1,Undirected
J. E. Hopcroft,C. M. Hoffman,1,Undirected
R. E. Lynch,C. M. Hoffman,1,Undirected
Chandrajit L. Bajaj,C. M. Hoffman,1,Undirected
Chandrajit L. Bajaj,Valerio Pascucci,3,Undirected
Valerio Pascucci,D. R. Schikore,2,Undirected
J. Bajon,S. D. Kim,1,Undirected
M. Cattoen,S. D. Kim,1,Undirected
J. Bajon,M. Cattoen,1,Undirected
S. J. Fortune,E. Grosse,2,Undirected
B. Baker,E. Grosse,1,Undirected
S. J. Fortune,B. Baker,1,Undirected
B. S. Baker,D. J. Brown,1,Undirected
H. P. Katseff,D. J. Brown,1,Undirected
B. S. Baker,H. P. Katseff,1,Undirected
B. S. Baker,E. G. Coffman,1,Undirected
Ronald L. Rivest,E. G. Coffman,1,Undirected
B. S. Baker,Ronald L. Rivest,1,Undirected
B. S. Baker,S. J. Fortune,3,Undirected
B. S. Baker,E. Grosse,2,Undirected
S. J. Fortune,S. R. Mahaney,2,Undirected
B. S. Baker,S. R. Mahaney,2,Undirected
B. S. Baker,C. S. Rafferty,1,Undirected
C. S. Rafferty,E. Grosse,1,Undirected
B. S. Baker,J. S. Schwarz,1,Undirected
H. H. Baker,T. O. Binford,1,Undirected
Isabel F. Cruz,Roberto Tamassia,7,Undirected
Roberto Tamassia,James E. Baker,6,Undirected
Giuseppe Liotta,Roberto Tamassia,28,Undirected
Isabel F. Cruz,James E. Baker,5,Undirected
Isabel F. Cruz,Giuseppe Liotta,5,Undirected
Giuseppe Liotta,James E. Baker,5,Undirected
K. A. Baker,Fred S. Roberts,1,Undirected
Fred S. Roberts,P. C. Fishburn,1,Undirected
K. A. Baker,P. C. Fishburn,1,Undirected
R. Tan,J. van Leeuwen,1,Undirected
E. Bakker,R. Tan,1,Undirected
E. Bakker,J. van Leeuwen,1,Undirected
M. Fischetti,E. Balas,1,Undirected
W. R. Pulleyblank,E. Balas,1,Undirected
D. B. Boyd,L. Balbes,1,Undirected
D. B. Boyd,S. Mascarella,1,Undirected
L. Balbes,S. Mascarella,1,Undirected
R. Balbes,J. Siegel,1,Undirected
J. Toran,A. Lozano,1,Undirected
A. Lozano,J. Balcazar,1,Undirected
J. Toran,J. Balcazar,1,Undirected
C. M. Brown,D. H. Ballard,1,Undirected
A. Balog,I. Barany,1,Undirected
Micha Sharir,A. Baltsan,3,Undirected
T. F. Banchoff,F. Takens,1,Undirected
Saibal Banerjee,Azriel Rosenfeld,1,Undirected
David M. Mount,Azriel Rosenfeld,1,Undirected
Saibal Banerjee,David M. Mount,1,Undirected
Jon G. Rokne,P. G. Bao,1,Undirected
Amos Fiat,P. Yan,2,Undirected
Piotr Berman,P. Yan,2,Undirected
E. Bar-Eli,P. Yan,2,Undirected
Amos Fiat,Piotr Berman,3,Undirected
Amos Fiat,E. Bar-Eli,2,Undirected
Piotr Berman,E. Bar-Eli,2,Undirected
G. Bar,Claudia Iturriaga,1,Undirected
G. Kortsarz,D. Peleg,1,Undirected
D. Peleg,J. Bar-Ilan,1,Undirected
G. Kortsarz,J. Bar-Ilan,1,Undirected
R. Bar-Yehuda,E. Ben-Hanoch,2,Undirected
Bernard Chazelle,R. Bar-Yehuda,2,Undirected
R. Bar-Yehuda,Alon Efrat,1,Undirected
Alon Itai,R. Bar-Yehuda,1,Undirected
Alon Itai,Alon Efrat,3,Undirected
R. Bar-Yehuda,S. Even,2,Undirected
R. Bar-Yehuda,R. Kay,1,Undirected
R. Bar-Yehuda,J. A. Feldman,1,Undirected
R. Kay,J. A. Feldman,1,Undirected
R. Bar-Yehuda,S. Fogel,6,Undirected
Craig Gotsman,R. Bar-Yehuda,2,Undirected
R. Bar-Yehuda,R. Grinwald,2,Undirected
R. Matikalli,P. Khosla,1,Undirected
D. Baraff,P. Khosla,1,Undirected
R. Matikalli,D. Baraff,1,Undirected
John H. Reif,R. Barakat,2,Undirected
A. M. Vershik,I. Baranav,1,Undirected
Laszlo Lovasz,Z. Furedi,2,Undirected
Laszlo Lovasz,I. Barany,3,Undirected
R. Howe,I. Barany,1,Undirected
Laszlo Lovasz,R. Howe,1,Undirected
D. G. Larman,I. Barany,1,Undirected
J. Lehel,I. Barany,1,Undirected
J. H. Schmerl,I. Barany,1,Undirected
S. J. Sidney,I. Barany,1,Undirected
Jorge Urrutia,I. Barany,1,Undirected
J. H. Schmerl,S. J. Sidney,1,Undirected
J. H. Schmerl,Jorge Urrutia,1,Undirected
S. J. Sidney,Jorge Urrutia,5,Undirected
William L. Steiger,I. Barany,2,Undirected
M. Barbehenn,S. Hutchinson,1,Undirected
C. Bradford Barber,M. Hirsch,1,Undirected
David P. Dobkin,Hannu Huhdanpaa,2,Undirected
C. Bradford Barber,Hannu Huhdanpaa,2,Undirected
C. Bradford Barber,David P. Dobkin,2,Undirected
M. D. Hirsch,C. Bradford Barber,1,Undirected
L. Bardis,R. A. Jinkerson,2,Undirected
N. M. Patrikalakis,R. A. Jinkerson,2,Undirected
Christian A. Duncan,Roberto Tamassia,2,Undirected
Christian A. Duncan,Stina S. Bridgeman,2,Undirected
Christian A. Duncan,Gill Barequet,3,Undirected
Christian A. Duncan,Michael T. Goodrich,5,Undirected
Stina S. Bridgeman,Roberto Tamassia,10,Undirected
Gill Barequet,Roberto Tamassia,2,Undirected
Stina S. Bridgeman,Gill Barequet,2,Undirected
Stina S. Bridgeman,Michael T. Goodrich,2,Undirected
Michael T. Goodrich,Gill Barequet,5,Undirected
Matthew T. Dickerson,C. Dima,1,Undirected
A. J. Briggs,C. Dima,1,Undirected
Michael T. Goodrich,C. Dima,1,Undirected
C. Dima,Gill Barequet,1,Undirected
Matthew T. Dickerson,A. J. Briggs,2,Undirected
Matthew T. Dickerson,Michael T. Goodrich,3,Undirected
Matthew T. Dickerson,Gill Barequet,7,Undirected
A. J. Briggs,Michael T. Goodrich,2,Undirected
A. J. Briggs,Gill Barequet,2,Undirected
Leonidas J. Guibas,Ayellet Tal,1,Undirected
Bernard Chazelle,Ayellet Tal,5,Undirected
Joseph S. B. Mitchell,Ayellet Tal,1,Undirected
Ayellet Tal,Gill Barequet,2,Undirected
Leonidas J. Guibas,Gill Barequet,1,Undirected
Bernard Chazelle,Joseph S. B. Mitchell,1,Undirected
Bernard Chazelle,Gill Barequet,1,Undirected
Joseph S. B. Mitchell,Gill Barequet,1,Undirected
David Eppstein,Gill Barequet,2,Undirected
Matthew T. Dickerson,David Eppstein,3,Undirected
Gill Barequet,Petru Pau,2,Undirected
Matthew T. Dickerson,Petru Pau,2,Undirected
S. Kumar,Gill Barequet,2,Undirected
Christian A. Duncan,S. Kumar,1,Undirected
Gershon Elber,Gill Barequet,1,Undirected
Sariel Har-Peled,Gill Barequet,1,Undirected
Gill Barequet,Y. Kaplan,2,Undirected
Micha Sharir,Gill Barequet,6,Undirected
Barbara Wolfers,Gill Barequet,1,Undirected
Wenke Lee,Naser S. Barghouti,1,Undirected
John Mocenigo,Wenke Lee,1,Undirected
John Mocenigo,Naser S. Barghouti,1,Undirected
M. Barnabei,G.-C. Rota,1,Undirected
G.-C. Rota,A. Brini,1,Undirected
M. Barnabei,A. Brini,1,Undirected
O. Barndorff-Nielsen,M. Sobel,1,Undirected
M. Barner,F. Flohr,1,Undirected
J. Barnes,P. Hut,1,Undirected
J. H. Brown,I. M. Lucewicz,1,Undirected
R. E. Barnhill,I. M. Lucewicz,1,Undirected
R. E. Barnhill,J. H. Brown,1,Undirected
R. E. Barnhill,Gerald Farin,1,Undirected
R. E. Barnhill,B. R. Piper,1,Undirected
R. E. Barnhill,M. Jordan,1,Undirected
Gerald Farin,B. R. Piper,1,Undirected
Gerald Farin,M. Jordan,1,Undirected
B. R. Piper,M. Jordan,1,Undirected
R. E. Barnhill,F. F. Little,2,Undirected
R. E. Barnhill,H. S. Ou,1,Undirected
R. E. Barnhill,R. F. Riesenfeld,1,Undirected
D. Barnum,A. Smellie,1,Undirected
P. Sprague,A. Smellie,1,Undirected
J. Greene,A. Smellie,1,Undirected
D. Barnum,P. Sprague,1,Undirected
D. Barnum,J. Greene,1,Undirected
J. Greene,P. Sprague,1,Undirected
Ali Jaoua,Ala Eddine Barouni,1,Undirected
Nejib Zaguia,Ala Eddine Barouni,1,Undirected
Nejib Zaguia,Ali Jaoua,1,Undirected
R. C. Barr,T. M. Gallie,1,Undirected
M. S. Spach,T. M. Gallie,1,Undirected
R. C. Barr,M. S. Spach,1,Undirected
Rajeev Motwani,J. Barraquand,1,Undirected
Rajeev Motwani,Lydia E. Kavraki,6,Undirected
Rajeev Motwani,T.-Y. Li,1,Undirected
J. Barraquand,Jean-Claude Latombe,4,Undirected
Lydia E. Kavraki,J. Barraquand,1,Undirected
J. Barraquand,T.-Y. Li,1,Undirected
J. Barraquand,Prabhakar Raghavan,1,Undirected
Lydia E. Kavraki,Jean-Claude Latombe,10,Undirected
Jean-Claude Latombe,T.-Y. Li,1,Undirected
Lydia E. Kavraki,T.-Y. Li,1,Undirected
Lydia E. Kavraki,Prabhakar Raghavan,2,Undirected
Prabhakar Raghavan,T.-Y. Li,1,Undirected
A. M. Vazques,R. Barrera,1,Undirected
S. A. McKee,T. Zhang,1,Undirected
Gabriel Robins,T. Zhang,2,Undirected
J. G. Griffith,T. Zhang,2,Undirected
T. Barrera,T. Zhang,2,Undirected
S. A. McKee,Gabriel Robins,1,Undirected
S. A. McKee,J. G. Griffith,1,Undirected
S. A. McKee,T. Barrera,1,Undirected
J. G. Griffith,Gabriel Robins,2,Undirected
Gabriel Robins,T. Barrera,2,Undirected
J. G. Griffith,T. Barrera,2,Undirected
Ronald N. Goldman,Phillip Barry,1,Undirected
Tony D. DeRose,B. A. Barsky,1,Undirected
B. A. Barsky,R. H. Bartels,1,Undirected
J. C. Beatty,R. H. Bartels,1,Undirected
B. A. Barsky,J. C. Beatty,1,Undirected
Wilhelm Barth,Ernst Huber,1,Undirected
J. J. Bartoldi,L. K. Platzman,6,Undirected
L. K. Platzman,R. L. Collins,1,Undirected
L. K. Platzman,W. H. Warden,1,Undirected
J. J. Bartoldi,R. L. Collins,1,Undirected
J. J. Bartoldi,W. H. Warden,1,Undirected
R. L. Collins,W. H. Warden,1,Undirected
Klaus H. Hinrichs,Frank Bartling,5,Undirected
E. E. Barton,I. Buchanan,1,Undirected
U. Bartuschka,Kurt Mehlhorn,1,Undirected
Stefan Naher,U. Bartuschka,1,Undirected
M. Meissner,T. Huttner,1,Undirected
D. Bartz,T. Huttner,1,Undirected
M. Meissner,D. Bartz,1,Undirected
Edward F. Grove,Rakesh D. Barve,1,Undirected
Jeffrey Scott Vitter,Rakesh D. Barve,1,Undirected
Alexander I. Barvinok,Russell Woodroofe,1,Undirected
David S. Johnson,Alexander I. Barvinok,1,Undirected
Gerhard J. Woeginger,Alexander I. Barvinok,1,Undirected
David S. Johnson,Russell Woodroofe,1,Undirected
Gerhard J. Woeginger,Russell Woodroofe,1,Undirected
David S. Johnson,Gerhard J. Woeginger,1,Undirected
R. Barzel,A. H. Barr,1,Undirected
Li Zhang,H. Devarajan,1,Undirected
Li Zhang,Piotr Indyk,1,Undirected
J. Basch,H. Devarajan,1,Undirected
J. Basch,Piotr Indyk,1,Undirected
Piotr Indyk,H. Devarajan,1,Undirected
G. D. S. Ramkumar,J. Basch,3,Undirected
Leonidas J. Guibas,G. D. S. Ramkumar,3,Undirected
Leonidas J. Guibas,L. Ramshaw,2,Undirected
J. Basch,L. Ramshaw,1,Undirected
G. D. S. Ramkumar,L. Ramshaw,1,Undirected
C. Silverstein,Li Zhang,1,Undirected
Leonidas J. Guibas,C. Silverstein,1,Undirected
C. Silverstein,J. Basch,1,Undirected
Paul R. Detmer,Gerard Bashein,1,Undirected
L. J. Bass,S. R. Schubert,1,Undirected
H. Bast,Torben Hagerup,1,Undirected
Micha Sharir,C. M. Bastuscheck,1,Undirected
C. M. Bastuscheck,J. T. Schwartz,1,Undirected
C. M. Bastuscheck,E. Schonberg,1,Undirected
Micha Sharir,J. T. Schwartz,28,Undirected
Micha Sharir,E. Schonberg,2,Undirected
J. T. Schwartz,E. Schonberg,2,Undirected
Marie-Francoise Roy,Richard Pollack,6,Undirected
Marie-Francoise Roy,Saugata Basu,5,Undirected
Richard Pollack,Saugata Basu,5,Undirected
Gabriel Robins,C. Douglass Bateman,1,Undirected
Alexander Z. Zelikovsky,Gabriel Robins,1,Undirected
Gabriel Robins,C. S. Helvig,1,Undirected
Alexander Z. Zelikovsky,C. Douglass Bateman,1,Undirected
C. Douglass Bateman,C. S. Helvig,1,Undirected
Alexander Z. Zelikovsky,C. S. Helvig,1,Undirected
P. Naggar,C. Batini,1,Undirected
C. Batini,Giuseppe di Battista,2,Undirected
E. Nardelli,C. Batini,5,Undirected
C. Batini,P. Brunetti,1,Undirected
C. Batini,G. Richelli,1,Undirected
Roberto Tamassia,C. Batini,6,Undirected
P. Naggar,Giuseppe di Battista,1,Undirected
P. Naggar,E. Nardelli,1,Undirected
P. Naggar,P. Brunetti,1,Undirected
P. Naggar,G. Richelli,1,Undirected
P. Naggar,Roberto Tamassia,1,Undirected
E. Nardelli,Giuseppe di Battista,3,Undirected
P. Brunetti,Giuseppe di Battista,1,Undirected
G. Richelli,Giuseppe di Battista,1,Undirected
Roberto Tamassia,Giuseppe di Battista,47,Undirected
E. Nardelli,P. Brunetti,1,Undirected
E. Nardelli,G. Richelli,1,Undirected
E. Nardelli,Roberto Tamassia,4,Undirected
P. Brunetti,G. Richelli,1,Undirected
Roberto Tamassia,P. Brunetti,1,Undirected
Roberto Tamassia,G. Richelli,1,Undirected
C. Batini,S. B. Navathe,1,Undirected
S. Ceri,C. Batini,1,Undirected
S. Ceri,S. B. Navathe,1,Undirected
E. Fortunato,C. Batini,1,Undirected
L. Furlani,C. Batini,1,Undirected
L. Furlani,E. Nardelli,1,Undirected
Maurizio Talamo,C. Batini,3,Undirected
Maurizio Talamo,E. Nardelli,3,Undirected
Maurizio Talamo,Roberto Tamassia,3,Undirected
L. T. Cook,S. J. Dwyer,2,Undirected
P. N. Cook,S. J. Dwyer,2,Undirected
S. J. Dwyer,S. Batnitzky,2,Undirected
S. J. Dwyer,H. I. Price,1,Undirected
P. N. Cook,L. T. Cook,2,Undirected
L. T. Cook,S. Batnitzky,2,Undirected
L. T. Cook,H. I. Price,1,Undirected
P. N. Cook,S. Batnitzky,2,Undirected
P. N. Cook,H. I. Price,1,Undirected
S. Batnitzky,H. I. Price,1,Undirected
R. Batta,U. S. Palekar,1,Undirected
R. Batta,A. Ghose,1,Undirected
U. S. Palekar,A. Ghose,1,Undirected
L. A. Leifer,R. Batta,1,Undirected
F. Bauernoppel,Evangelos Kranakis,2,Undirected
Jorg-Rudiger Sack,Evangelos Kranakis,3,Undirected
Evangelos Kranakis,Anil Maheshwari,4,Undirected
Evangelos Kranakis,Marc Noy,2,Undirected
Danny Krizanc,Evangelos Kranakis,7,Undirected
Evangelos Kranakis,Jorge Urrutia,8,Undirected
F. Bauernoppel,Jorg-Rudiger Sack,2,Undirected
F. Bauernoppel,Anil Maheshwari,2,Undirected
F. Bauernoppel,Marc Noy,1,Undirected
F. Bauernoppel,Danny Krizanc,2,Undirected
F. Bauernoppel,Jorge Urrutia,2,Undirected
Jorg-Rudiger Sack,Marc Noy,2,Undirected
Jorg-Rudiger Sack,Danny Krizanc,3,Undirected
Jorg-Rudiger Sack,Jorge Urrutia,4,Undirected
Marc Noy,Anil Maheshwari,2,Undirected
Danny Krizanc,Anil Maheshwari,3,Undirected
Anil Maheshwari,Jorge Urrutia,3,Undirected
Danny Krizanc,Marc Noy,2,Undirected
Marc Noy,Jorge Urrutia,5,Undirected
Danny Krizanc,Jorge Urrutia,6,Undirected
J. M. Winget,S. Mann,1,Undirected
K. P. Smith,S. Mann,1,Undirected
D. R. Baum,S. Mann,1,Undirected
J. M. Winget,K. P. Smith,1,Undirected
J. M. Winget,D. R. Baum,2,Undirected
K. P. Smith,D. R. Baum,1,Undirected
D. Haussler,E. B. Baum,1,Undirected
Hanna Baumgarten,Hermann Jung,4,Undirected
Hermann Jung,Kurt Mehlhorn,4,Undirected
Hanna Baumgarten,Kurt Mehlhorn,4,Undirected
A. Baumker,Friedhelm Meyer auf der Heide,1,Undirected
W. Dittrich,Friedhelm Meyer auf der Heide,1,Undirected
A. Baumker,W. Dittrich,2,Undirected
Andrea Pietracaprina,A. Baumker,1,Undirected
Andrea Pietracaprina,W. Dittrich,1,Undirected
K. Youcef-Toumi,J. J. Bausch,1,Undirected
M. M. Bayer,C. Lee,1,Undirected
A. Klapper,M. M. Bayer,1,Undirected
E. M. McCreight,R. Bayer,1,Undirected
Steven P. Reiss,J. Bazik,1,Undirected
Steven P. Reiss,A. van Dam,1,Undirected
Steven P. Reiss,Roberto Tamassia,1,Undirected
J. Bazik,A. van Dam,1,Undirected
Roberto Tamassia,J. Bazik,1,Undirected
Roberto Tamassia,A. van Dam,1,Undirected
Johan Hastad,Paul Beame,2,Undirected
J. M. Hammersley,J. H. Halton,1,Undirected
J. Beardwood,J. H. Halton,1,Undirected
J. M. Hammersley,J. Beardwood,1,Undirected
M. Nivat,D. Beauquier,2,Undirected
J. M. Robson,D. Beauquier,1,Undirected
E. Remila,D. Beauquier,1,Undirected
J. M. Robson,M. Nivat,1,Undirected
J. M. Robson,E. Remila,1,Undirected
E. Remila,M. Nivat,1,Undirected
Paola Bertolazzi,Giuseppe Liotta,4,Undirected
M. Beccaria,Giuseppe Liotta,1,Undirected
Giuseppe Liotta,Giuseppe di Battista,28,Undirected
Paola Bertolazzi,M. Beccaria,1,Undirected
Paola Bertolazzi,Giuseppe di Battista,14,Undirected
M. Beccaria,Giuseppe di Battista,1,Undirected
J. Beck,Wei Chen,1,Undirected
J. Beck,J. Hinds,1,Undirected
R. T. Farouki,J. Hinds,1,Undirected
J. Beck,R. T. Farouki,1,Undirected
V. T. Sos,J. Beck,1,Undirected
Stephan Gschwind,Stefano Leonardi,2,Undirected
Stefano Leonardi,Paolo Giulio Franciosa,2,Undirected
Stefano Leonardi,Peter Widmayer,2,Undirected
Stefano Leonardi,Thomas Ohler,2,Undirected
Bruno Becker,Stefano Leonardi,2,Undirected
Stephan Gschwind,Paolo Giulio Franciosa,5,Undirected
Stephan Gschwind,Peter Widmayer,5,Undirected
Stephan Gschwind,Thomas Ohler,5,Undirected
Stephan Gschwind,Bruno Becker,5,Undirected
Peter Widmayer,Paolo Giulio Franciosa,5,Undirected
Paolo Giulio Franciosa,Thomas Ohler,5,Undirected
Bruno Becker,Paolo Giulio Franciosa,5,Undirected
Peter Widmayer,Thomas Ohler,5,Undirected
Bruno Becker,Peter Widmayer,7,Undirected
Bruno Becker,Thomas Ohler,5,Undirected
Bruno Becker,Gerald Thiemt,3,Undirected
Stephan Gschwind,Gerald Thiemt,3,Undirected
Paolo Giulio Franciosa,Gerald Thiemt,3,Undirected
Peter Widmayer,Gerald Thiemt,3,Undirected
Gerald Thiemt,Thomas Ohler,3,Undirected
Bruno Becker,G. Hotz,2,Undirected
Bruno Becker,H. G. Osthof,2,Undirected
Bruno Becker,H.-W. Six,1,Undirected
Peter Widmayer,H.-W. Six,6,Undirected
N. Beckmann,B. Seeger,1,Undirected
Ralf Schneider,B. Seeger,1,Undirected
Hans-Peter Kriegel,B. Seeger,4,Undirected
N. Beckmann,Ralf Schneider,1,Undirected
Hans-Peter Kriegel,N. Beckmann,1,Undirected
Hans-Peter Kriegel,Ralf Schneider,3,Undirected
Bachmann,Fladt,1,Undirected
Behnke,Fladt,1,Undirected
Behnke,Bachmann,1,Undirected
F. E. Sullivan,I. Beichl,2,Undirected
J. Gill,R. Beigel,1,Undirected
L. L. Larmore,J. Park,1,Undirected
W. Bein,J. Park,1,Undirected
L. L. Larmore,W. Bein,1,Undirected
Jack Scott Snoeyink,Ronald Beirouti,1,Undirected
F. C. Hobroyd,S. B. M. Bell,1,Undirected
D. C. Masa,F. C. Hobroyd,1,Undirected
D. C. Masa,S. B. M. Bell,1,Undirected
A. Russel,Carsten Lund,1,Undirected
M. Bellare,Carsten Lund,1,Undirected
S. Goldwasser,Carsten Lund,1,Undirected
A. Russel,M. Bellare,1,Undirected
A. Russel,S. Goldwasser,1,Undirected
M. Bellare,S. Goldwasser,1,Undirected
M. Bellare,M. Sudan,1,Undirected
Joseph Zaks,Jorge Urrutia,10,Undirected
Patrice Belleville,Jorge Urrutia,1,Undirected
Jurek Czyzowicz,Jorge Urrutia,27,Undirected
Prosenjit K. Bose,Jorge Urrutia,3,Undirected
Joseph Zaks,Patrice Belleville,1,Undirected
Joseph Zaks,Jurek Czyzowicz,9,Undirected
Joseph Zaks,Prosenjit K. Bose,1,Undirected
Patrice Belleville,Jurek Czyzowicz,1,Undirected
Patrice Belleville,Prosenjit K. Bose,1,Undirected
Prosenjit K. Bose,Jurek Czyzowicz,2,Undirected
Jack Scott Snoeyink,J. Mark Keil,1,Undirected
Jack Scott Snoeyink,Michael McAllister,8,Undirected
Jack Scott Snoeyink,Patrice Belleville,1,Undirected
J. Mark Keil,Michael McAllister,1,Undirected
J. Mark Keil,Patrice Belleville,1,Undirected
Michael McAllister,Patrice Belleville,1,Undirected
Thomas C. Shermer,Patrice Belleville,2,Undirected
R. S. Roth,R. E. Bellman,2,Undirected
U. Brehm,Jurgen Richter-Gebert,1,Undirected
Jesus A. de Loera,Jurgen Richter-Gebert,2,Undirected
A. Below,Jurgen Richter-Gebert,2,Undirected
U. Brehm,Jesus A. de Loera,1,Undirected
U. Brehm,A. Below,1,Undirected
Jesus A. de Loera,A. Below,2,Undirected
K. Fukuda,F. D. Torrisi,1,Undirected
A. Bemporad,F. D. Torrisi,1,Undirected
A. Bemporad,K. Fukuda,1,Undirected
R. M. Karp,S. Ben-David,1,Undirected
A. Wigderson,S. Ben-David,1,Undirected
A. Borodin,S. Ben-David,1,Undirected
Gabor Tardos,S. Ben-David,1,Undirected
R. M. Karp,A. Wigderson,2,Undirected
R. M. Karp,A. Borodin,1,Undirected
R. M. Karp,Gabor Tardos,1,Undirected
A. Wigderson,A. Borodin,1,Undirected
A. Wigderson,Gabor Tardos,1,Undirected
A. Borodin,Gabor Tardos,1,Undirected
Matthew J. Katz,Boaz Ben-Moshe,2,Undirected
Michael G. Segal,Boaz Ben-Moshe,1,Undirected
Michael G. Segal,Matthew J. Katz,5,Undirected
John H. Reif,D. Kozen,1,Undirected
Michael Ben-Or,D. Kozen,1,Undirected
John H. Reif,Michael Ben-Or,1,Undirected
D.,M. B. Sandler,1,Undirected
Ben-Tzvi,M. B. Sandler,1,Undirected
D.,Ben-Tzvi,1,Undirected
H. Bendelt,A. Dress,1,Undirected
C. M. Bender,S. A. Orszag,1,Undirected
E. A. Bender,E. R. Candfield,1,Undirected
B. D. McKay,E. R. Candfield,1,Undirected
E. A. Bender,B. D. McKay,1,Undirected
M. A. Bender,M. Farach-Colton,1,Undirected
F. Loeser,J.-J. Risler,1,Undirected
R. Benedetti,J.-J. Risler,2,Undirected
F. Loeser,R. Benedetti,1,Undirected
M. Benelli,R. Hassin,1,Undirected
B.-E. Bengtsson,S. Norbeck,1,Undirected
J. Cloutier,I. Bennour,2,Undirected
Dominique Michelucci,P. Jaillon,1,Undirected
Jean-Michel Moreau,P. Jaillon,1,Undirected
M. Benouamer,P. Jaillon,1,Undirected
Dominique Michelucci,Jean-Michel Moreau,1,Undirected
Dominique Michelucci,M. Benouamer,1,Undirected
Jean-Michel Moreau,M. Benouamer,1,Undirected
M. Lavine,M. Benson,1,Undirected
R. Larntz,M. Benson,1,Undirected
M. Benson,R. Regal,1,Undirected
M. Lavine,R. Larntz,1,Undirected
M. Lavine,R. Regal,1,Undirected
R. Larntz,R. Regal,1,Undirected
Robert E. Tarjan,D. D. Sleator,8,Undirected
S. W. Bent,D. D. Sleator,1,Undirected
Robert E. Tarjan,S. W. Bent,1,Undirected
Jon Louis Bentley,W. A. Burkhard,1,Undirected
Jon Louis Bentley,W. Carruthers,1,Undirected
D. B. Levine,Kenneth L. Clarkson,1,Undirected
Jon Louis Bentley,Kenneth L. Clarkson,1,Undirected
D. B. Levine,Jon Louis Bentley,1,Undirected
Christos H. Papadimitriou,G. M. Faust,1,Undirected
Franco P. Preparata,G. M. Faust,2,Undirected
Jon Louis Bentley,G. M. Faust,2,Undirected
Christos H. Papadimitriou,Franco P. Preparata,1,Undirected
Christos H. Papadimitriou,Jon Louis Bentley,3,Undirected
Franco P. Preparata,Jon Louis Bentley,2,Undirected
J. H. Friedman,Jon Louis Bentley,3,Undirected
Jon Louis Bentley,R. W. Hon,1,Undirected
Jon Louis Bentley,D. Haken,1,Undirected
R. W. Hon,D. Haken,1,Undirected
Jon Louis Bentley,B. Kernigham,1,Undirected
Jon Louis Bentley,C. J. van Wyk,1,Undirected
C. J. van Wyk,B. Kernigham,1,Undirected
H. T. Kung,M. Schkolnick,1,Undirected
Jon Louis Bentley,M. Schkolnick,1,Undirected
C. D. Thompson,M. Schkolnick,1,Undirected
Jon Louis Bentley,H. T. Kung,1,Undirected
C. D. Thompson,H. T. Kung,2,Undirected
Jon Louis Bentley,C. D. Thompson,1,Undirected
Jon Louis Bentley,H. A. Maurer,2,Undirected
Thomas A. Ottmann,Peter Widmayer,10,Undirected
Jon Louis Bentley,Peter Widmayer,1,Undirected
Thomas A. Ottmann,Jon Louis Bentley,3,Undirected
J. B. Saxe,Jon Louis Bentley,4,Undirected
Jon Louis Bentley,M. I. Shamos,4,Undirected
Jon Louis Bentley,D. F. Stanat,2,Undirected
E. H. William,D. F. Stanat,1,Undirected
Jon Louis Bentley,E. H. William,1,Undirected
Andrew Chi-Chih Yao,B. W. Weide,1,Undirected
Andrew Chi-Chih Yao,Jon Louis Bentley,1,Undirected
Jon Louis Bentley,B. W. Weide,1,Undirected
Derick R. Wood,Jon Louis Bentley,1,Undirected
Peter Murdoch,Timothy J. Tautges,1,Undirected
Scott A. Mitchell,Timothy J. Tautges,5,Undirected
Ted D. Blacker,Timothy J. Tautges,3,Undirected
Timothy J. Tautges,Steven E. Benzley,2,Undirected
Peter Murdoch,Scott A. Mitchell,2,Undirected
Ted D. Blacker,Peter Murdoch,2,Undirected
Peter Murdoch,Steven E. Benzley,3,Undirected
Ted D. Blacker,Scott A. Mitchell,4,Undirected
Scott A. Mitchell,Steven E. Benzley,3,Undirected
Ted D. Blacker,Steven E. Benzley,3,Undirected
Ernest Perry,Steven E. Benzley,1,Undirected
Karl Merkley,Steven E. Benzley,1,Undirected
Steven E. Benzley,Gregory D. Sjaardema,3,Undirected
Brett W. Clark,Steven E. Benzley,2,Undirected
Ernest Perry,Karl Merkley,1,Undirected
Ernest Perry,Gregory D. Sjaardema,1,Undirected
Ernest Perry,Brett W. Clark,1,Undirected
Karl Merkley,Gregory D. Sjaardema,1,Undirected
Karl Merkley,Brett W. Clark,1,Undirected
Brett W. Clark,Gregory D. Sjaardema,1,Undirected
B. Barunmuller,S. Berchtold,1,Undirected
C. Bohm,S. Berchtold,2,Undirected
D. A. Keim,S. Berchtold,3,Undirected
